Loaded data with shape: (100, 201, 1024)
##### Running the solver on the given dataset #####
Starting solver for Burgers' equation
Using device: cuda
Internal time step dt_internal = 5.992112452678286e-07
Internal step: 121000 Current time: 0.07248789817094803
Internal step: 122000 Current time: 0.07308394461870193
Internal step: 123000 Current time: 0.07367999106645584
Internal step: 124000 Current time: 0.07427603751420975
Internal step: 125000 Current time: 0.07487208396196365
Internal step: 126000 Current time: 0.07546813040971756
Internal step: 127000 Current time: 0.07606417685747147
Internal step: 128000 Current time: 0.07666022330522537
Internal step: 129000 Current time: 0.07725626975297928
Internal step: 130000 Current time: 0.07785231620073318
Internal step: 131000 Current time: 0.07844836264848709
Internal step: 132000 Current time: 0.079044409096241
Internal step: 133000 Current time: 0.0796404555439949
Recorded solution at t = 0.07999999821186066 for output index 8
Internal step: 134000 Current time: 0.0802360326051712
Internal step: 135000 Current time: 0.08083207905292511
Internal step: 136000 Current time: 0.08142812550067902
Internal step: 137000 Current time: 0.08202417194843292
Internal step: 138000 Current time: 0.08262021839618683
Internal step: 139000 Current time: 0.08321626484394073
Internal step: 140000 Current time: 0.08381231129169464
Internal step: 141000 Current time: 0.08440835773944855
Internal step: 142000 Current time: 0.08500440418720245
Internal step: 143000 Current time: 0.08560045063495636
Internal step: 144000 Current time: 0.08619649708271027
Internal step: 145000 Current time: 0.08679254353046417
Internal step: 146000 Current time: 0.08738858997821808
Internal step: 147000 Current time: 0.08798463642597198
Internal step: 148000 Current time: 0.08858068287372589
Internal step: 149000 Current time: 0.0891767293214798
Internal step: 150000 Current time: 0.0897727757692337
Recorded solution at t = 0.08999999612569809 for output index 9
Internal step: 151000 Current time: 0.09036835283041
Internal step: 152000 Current time: 0.09096439927816391
Internal step: 153000 Current time: 0.09156044572591782
Internal step: 154000 Current time: 0.09215649217367172
Internal step: 155000 Current time: 0.09275253862142563
Internal step: 156000 Current time: 0.09334858506917953
Internal step: 157000 Current time: 0.09394463151693344
Internal step: 158000 Current time: 0.09454067796468735
Internal step: 159000 Current time: 0.09513672441244125
Internal step: 160000 Current time: 0.09573277086019516
Internal step: 161000 Current time: 0.09632881730794907
Internal step: 162000 Current time: 0.09692486375570297
Internal step: 163000 Current time: 0.09752091020345688
Internal step: 164000 Current time: 0.09811695665121078
Internal step: 165000 Current time: 0.09871300309896469
Internal step: 166000 Current time: 0.0993090495467186
Internal step: 167000 Current time: 0.0999050959944725
Recorded solution at t = 0.09999999403953552 for output index 10
Internal step: 168000 Current time: 0.1005006730556488
Internal step: 169000 Current time: 0.10109671950340271
Internal step: 170000 Current time: 0.10169276595115662
Internal step: 171000 Current time: 0.10228881239891052
Internal step: 172000 Current time: 0.10288485884666443
Internal step: 173000 Current time: 0.10348090529441833
Internal step: 174000 Current time: 0.10407695174217224
Internal step: 175000 Current time: 0.10467299818992615
Internal step: 176000 Current time: 0.10526904463768005
Internal step: 177000 Current time: 0.10586509108543396
Internal step: 178000 Current time: 0.10646113753318787
Internal step: 179000 Current time: 0.10705718398094177
Internal step: 180000 Current time: 0.10765323042869568
Internal step: 181000 Current time: 0.10824927687644958
Internal step: 182000 Current time: 0.10884532332420349
Internal step: 183000 Current time: 0.1094413697719574
Recorded solution at t = 0.10999999940395355 for output index 11
Internal step: 184000 Current time: 0.1100369542837143
Internal step: 185000 Current time: 0.1106330007314682
Internal step: 186000 Current time: 0.1112290471792221
Internal step: 187000 Current time: 0.11182509362697601
Internal step: 188000 Current time: 0.11242114007472992
Internal step: 189000 Current time: 0.11301718652248383
Internal step: 190000 Current time: 0.11361323297023773
Internal step: 191000 Current time: 0.11420927941799164
Internal step: 192000 Current time: 0.11480532586574554
Internal step: 193000 Current time: 0.11540137231349945
Internal step: 194000 Current time: 0.11599741876125336
Internal step: 195000 Current time: 0.11659346520900726
Internal step: 196000 Current time: 0.11718951165676117
Internal step: 197000 Current time: 0.11778555810451508
Internal step: 198000 Current time: 0.11838160455226898
Internal step: 199000 Current time: 0.11897765100002289
Internal step: 200000 Current time: 0.1195736974477768
Recorded solution at t = 0.11999999731779099 for output index 12
Internal step: 201000 Current time: 0.1201692745089531
Internal step: 202000 Current time: 0.120765320956707
Internal step: 203000 Current time: 0.12136136740446091
Internal step: 204000 Current time: 0.12195741385221481
Internal step: 205000 Current time: 0.12255346029996872
Internal step: 206000 Current time: 0.12314950674772263
Internal step: 207000 Current time: 0.12374555319547653
Internal step: 208000 Current time: 0.12434159964323044
Internal step: 209000 Current time: 0.12493764609098434
Internal step: 210000 Current time: 0.12553369998931885
Internal step: 211000 Current time: 0.12612974643707275
Internal step: 212000 Current time: 0.12672579288482666
Internal step: 213000 Current time: 0.12732183933258057
Internal step: 214000 Current time: 0.12791788578033447
Internal step: 215000 Current time: 0.12851393222808838
Internal step: 216000 Current time: 0.12910997867584229
Internal step: 217000 Current time: 0.1297060251235962
Recorded solution at t = 0.12999999523162842 for output index 13
Internal step: 218000 Current time: 0.1303015947341919
Internal step: 219000 Current time: 0.1308976411819458
Internal step: 220000 Current time: 0.1314936876296997
Internal step: 221000 Current time: 0.1320897340774536
Internal step: 222000 Current time: 0.13268578052520752
Internal step: 223000 Current time: 0.13328182697296143
Internal step: 224000 Current time: 0.13387787342071533
Internal step: 225000 Current time: 0.13447391986846924
Internal step: 226000 Current time: 0.13506996631622314
Internal step: 227000 Current time: 0.13566601276397705
Internal step: 228000 Current time: 0.13626205921173096
Internal step: 229000 Current time: 0.13685810565948486
Internal step: 230000 Current time: 0.13745415210723877
Internal step: 231000 Current time: 0.13805019855499268
Internal step: 232000 Current time: 0.13864624500274658
Internal step: 233000 Current time: 0.1392422914505005
Internal step: 234000 Current time: 0.1398383378982544
Recorded solution at t = 0.14000000059604645 for output index 14
Internal step: 235000 Current time: 0.1404339224100113
Internal step: 236000 Current time: 0.1410299688577652
Internal step: 237000 Current time: 0.1416260153055191
Internal step: 238000 Current time: 0.142222061753273
Internal step: 239000 Current time: 0.14281810820102692
Internal step: 240000 Current time: 0.14341415464878082
Internal step: 241000 Current time: 0.14401020109653473
Internal step: 242000 Current time: 0.14460624754428864
Internal step: 243000 Current time: 0.14520229399204254
Internal step: 244000 Current time: 0.14579834043979645
Internal step: 245000 Current time: 0.14639438688755035
Internal step: 246000 Current time: 0.14699043333530426
Internal step: 247000 Current time: 0.14758647978305817
Internal step: 248000 Current time: 0.14818252623081207
Internal step: 249000 Current time: 0.14877857267856598
Internal step: 250000 Current time: 0.14937461912631989
Internal step: 251000 Current time: 0.1499706655740738
Recorded solution at t = 0.14999999105930328 for output index 15
Internal step: 252000 Current time: 0.1505662351846695
Internal step: 253000 Current time: 0.1511622816324234
Internal step: 254000 Current time: 0.1517583280801773
Internal step: 255000 Current time: 0.1523543745279312
Internal step: 256000 Current time: 0.15295042097568512
Internal step: 257000 Current time: 0.15354646742343903
Internal step: 258000 Current time: 0.15414251387119293
Internal step: 259000 Current time: 0.15473856031894684
Internal step: 260000 Current time: 0.15533460676670074
Internal step: 261000 Current time: 0.15593065321445465
Internal step: 262000 Current time: 0.15652669966220856
Internal step: 263000 Current time: 0.15712274610996246
Internal step: 264000 Current time: 0.15771879255771637
Internal step: 265000 Current time: 0.15831483900547028
Internal step: 266000 Current time: 0.15891088545322418
Internal step: 267000 Current time: 0.1595069319009781
Recorded solution at t = 0.1599999964237213 for output index 16
Internal step: 268000 Current time: 0.16010251641273499
Internal step: 269000 Current time: 0.1606985628604889
Internal step: 270000 Current time: 0.1612946093082428
Internal step: 271000 Current time: 0.1618906557559967
Internal step: 272000 Current time: 0.1624867022037506
Internal step: 273000 Current time: 0.16308274865150452
Internal step: 274000 Current time: 0.16367879509925842
Internal step: 275000 Current time: 0.16427484154701233
Internal step: 276000 Current time: 0.16487088799476624
Internal step: 277000 Current time: 0.16546693444252014
Internal step: 278000 Current time: 0.16606298089027405
Internal step: 279000 Current time: 0.16665902733802795
Internal step: 280000 Current time: 0.16725507378578186
Internal step: 281000 Current time: 0.16785112023353577
Internal step: 282000 Current time: 0.16844716668128967
Internal step: 283000 Current time: 0.16904321312904358
Internal step: 284000 Current time: 0.16963925957679749
Recorded solution at t = 0.17000000178813934 for output index 17
Internal step: 285000 Current time: 0.17023484408855438
Internal step: 286000 Current time: 0.1708308905363083
Internal step: 287000 Current time: 0.1714269369840622
Internal step: 288000 Current time: 0.1720229834318161
Internal step: 289000 Current time: 0.17261902987957
Internal step: 290000 Current time: 0.1732150763273239
Internal step: 291000 Current time: 0.17381112277507782
Internal step: 292000 Current time: 0.17440716922283173
Internal step: 293000 Current time: 0.17500321567058563
Internal step: 294000 Current time: 0.17559926211833954
Internal step: 295000 Current time: 0.17619530856609344
Internal step: 296000 Current time: 0.17679135501384735
Internal step: 297000 Current time: 0.17738740146160126
Internal step: 298000 Current time: 0.17798344790935516
Internal step: 299000 Current time: 0.17857949435710907
Internal step: 300000 Current time: 0.17917554080486298
Internal step: 301000 Current time: 0.17977158725261688
Recorded solution at t = 0.17999999225139618 for output index 18
Internal step: 302000 Current time: 0.18036715686321259
Internal step: 303000 Current time: 0.1809632033109665
Internal step: 304000 Current time: 0.1815592497587204
Internal step: 305000 Current time: 0.1821552962064743
Internal step: 306000 Current time: 0.1827513426542282
Internal step: 307000 Current time: 0.18334738910198212
Internal step: 308000 Current time: 0.18394343554973602
Internal step: 309000 Current time: 0.18453948199748993
Internal step: 310000 Current time: 0.18513552844524384
Internal step: 311000 Current time: 0.18573157489299774
Internal step: 312000 Current time: 0.18632762134075165
Internal step: 313000 Current time: 0.18692366778850555
Internal step: 314000 Current time: 0.18751971423625946
Internal step: 315000 Current time: 0.18811576068401337
Internal step: 316000 Current time: 0.18871180713176727
Internal step: 317000 Current time: 0.18930785357952118
Internal step: 318000 Current time: 0.18990390002727509
Recorded solution at t = 0.1899999976158142 for output index 19
Internal step: 319000 Current time: 0.19049948453903198
Internal step: 320000 Current time: 0.1910955309867859
Internal step: 321000 Current time: 0.1916915774345398
Internal step: 322000 Current time: 0.1922876238822937
Internal step: 323000 Current time: 0.1928836703300476
Internal step: 324000 Current time: 0.1934797167778015
Internal step: 325000 Current time: 0.19407576322555542
Internal step: 326000 Current time: 0.19467180967330933
Internal step: 327000 Current time: 0.19526785612106323
Internal step: 328000 Current time: 0.19586390256881714
Internal step: 329000 Current time: 0.19645994901657104
Internal step: 330000 Current time: 0.19705599546432495
Internal step: 331000 Current time: 0.19765204191207886
Internal step: 332000 Current time: 0.19824808835983276
Internal step: 333000 Current time: 0.19884413480758667
Internal step: 334000 Current time: 0.19944018125534058
Recorded solution at t = 0.19999998807907104 for output index 20
Internal step: 335000 Current time: 0.20003575086593628
Internal step: 336000 Current time: 0.20063179731369019
Internal step: 337000 Current time: 0.2012278437614441
Internal step: 338000 Current time: 0.201823890209198
Internal step: 339000 Current time: 0.2024199366569519
Internal step: 340000 Current time: 0.2030159831047058
Internal step: 341000 Current time: 0.20361202955245972
Internal step: 342000 Current time: 0.20420807600021362
Internal step: 343000 Current time: 0.20480412244796753
Internal step: 344000 Current time: 0.20540016889572144
Internal step: 345000 Current time: 0.20599621534347534
Internal step: 346000 Current time: 0.20659226179122925
Internal step: 347000 Current time: 0.20718830823898315
Internal step: 348000 Current time: 0.20778435468673706
Internal step: 349000 Current time: 0.20838040113449097
Internal step: 350000 Current time: 0.20897644758224487
Internal step: 351000 Current time: 0.20957249402999878
Recorded solution at t = 0.20999999344348907 for output index 21
Internal step: 352000 Current time: 0.21016807854175568
Internal step: 353000 Current time: 0.21076412498950958
Internal step: 354000 Current time: 0.2113601714372635
Internal step: 355000 Current time: 0.2119562178850174
Internal step: 356000 Current time: 0.2125522643327713
Internal step: 357000 Current time: 0.2131483107805252
Internal step: 358000 Current time: 0.2137443572282791
Internal step: 359000 Current time: 0.21434040367603302
Internal step: 360000 Current time: 0.21493645012378693
Internal step: 361000 Current time: 0.21553249657154083
Internal step: 362000 Current time: 0.21612854301929474
Internal step: 363000 Current time: 0.21672458946704865
Internal step: 364000 Current time: 0.21732063591480255
Internal step: 365000 Current time: 0.21791668236255646
Internal step: 366000 Current time: 0.21851272881031036
Internal step: 367000 Current time: 0.21910877525806427
Internal step: 368000 Current time: 0.21970482170581818
Recorded solution at t = 0.2199999988079071 for output index 22
Internal step: 369000 Current time: 0.22030040621757507
Internal step: 370000 Current time: 0.22089645266532898
Internal step: 371000 Current time: 0.22149249911308289
Internal step: 372000 Current time: 0.2220885455608368
Internal step: 373000 Current time: 0.2226845920085907
Internal step: 374000 Current time: 0.2232806384563446
Internal step: 375000 Current time: 0.2238766849040985
Internal step: 376000 Current time: 0.22447273135185242
Internal step: 377000 Current time: 0.22506877779960632
Internal step: 378000 Current time: 0.22566482424736023
Internal step: 379000 Current time: 0.22626087069511414
Internal step: 380000 Current time: 0.22685691714286804
Internal step: 381000 Current time: 0.22745296359062195
Internal step: 382000 Current time: 0.22804901003837585
Internal step: 383000 Current time: 0.22864505648612976
Internal step: 384000 Current time: 0.22924110293388367
Internal step: 385000 Current time: 0.22983714938163757
Recorded solution at t = 0.22999998927116394 for output index 23
Internal step: 386000 Current time: 0.23043271899223328
Internal step: 387000 Current time: 0.23102876543998718
Internal step: 388000 Current time: 0.2316248118877411
Internal step: 389000 Current time: 0.232220858335495
Internal step: 390000 Current time: 0.2328169047832489
Internal step: 391000 Current time: 0.2334129512310028
Internal step: 392000 Current time: 0.2340089976787567
Internal step: 393000 Current time: 0.23460504412651062
Internal step: 394000 Current time: 0.23520109057426453
Internal step: 395000 Current time: 0.23579713702201843
Internal step: 396000 Current time: 0.23639318346977234
Internal step: 397000 Current time: 0.23698922991752625
Internal step: 398000 Current time: 0.23758527636528015
Internal step: 399000 Current time: 0.23818132281303406
Internal step: 400000 Current time: 0.23877736926078796
Internal step: 401000 Current time: 0.23937341570854187
Internal step: 402000 Current time: 0.23996946215629578
Recorded solution at t = 0.23999999463558197 for output index 24
Internal step: 403000 Current time: 0.24056504666805267
Internal step: 404000 Current time: 0.24116109311580658
Internal step: 405000 Current time: 0.24175713956356049
Internal step: 406000 Current time: 0.2423531860113144
Internal step: 407000 Current time: 0.2429492324590683
Internal step: 408000 Current time: 0.2435452789068222
Internal step: 409000 Current time: 0.2441413253545761
Internal step: 410000 Current time: 0.24473737180233002
Internal step: 411000 Current time: 0.24533341825008392
Internal step: 412000 Current time: 0.24592946469783783
Internal step: 413000 Current time: 0.24652551114559174
Internal step: 414000 Current time: 0.24712155759334564
Internal step: 415000 Current time: 0.24771760404109955
Internal step: 416000 Current time: 0.24831365048885345
Internal step: 417000 Current time: 0.24890969693660736
Internal step: 418000 Current time: 0.24950574338436127
Recorded solution at t = 0.25 for output index 25
Internal step: 419000 Current time: 0.25010132789611816
Internal step: 420000 Current time: 0.25069737434387207
Internal step: 421000 Current time: 0.251293420791626
Internal step: 422000 Current time: 0.2518894672393799
Internal step: 423000 Current time: 0.2524855136871338
Internal step: 424000 Current time: 0.2530815601348877
Internal step: 425000 Current time: 0.2536776065826416
Internal step: 426000 Current time: 0.2542736530303955
Internal step: 427000 Current time: 0.2548696994781494
Internal step: 428000 Current time: 0.2554657459259033
Internal step: 429000 Current time: 0.2560617923736572
Internal step: 430000 Current time: 0.25665783882141113
Internal step: 431000 Current time: 0.25725388526916504
Internal step: 432000 Current time: 0.25784993171691895
Internal step: 433000 Current time: 0.25844597816467285
Internal step: 434000 Current time: 0.25904202461242676
Internal step: 435000 Current time: 0.25963807106018066
Recorded solution at t = 0.25999999046325684 for output index 26
Internal step: 436000 Current time: 0.26023364067077637
Internal step: 437000 Current time: 0.2608296871185303
Internal step: 438000 Current time: 0.2614257335662842
Internal step: 439000 Current time: 0.2620217800140381
Internal step: 440000 Current time: 0.262617826461792
Internal step: 441000 Current time: 0.2632138729095459
Internal step: 442000 Current time: 0.2638099193572998
Internal step: 443000 Current time: 0.2644059658050537
Internal step: 444000 Current time: 0.2650020122528076
Internal step: 445000 Current time: 0.2655980587005615
Internal step: 446000 Current time: 0.26619410514831543
Internal step: 447000 Current time: 0.26679015159606934
Internal step: 448000 Current time: 0.26738619804382324
Internal step: 449000 Current time: 0.26798224449157715
Internal step: 450000 Current time: 0.26857829093933105
Internal step: 451000 Current time: 0.26917433738708496
Internal step: 452000 Current time: 0.26977038383483887
Recorded solution at t = 0.26999998092651367 for output index 27
Internal step: 453000 Current time: 0.27036595344543457
Internal step: 454000 Current time: 0.2709619998931885
Internal step: 455000 Current time: 0.2715580463409424
Internal step: 456000 Current time: 0.2721540927886963
Internal step: 457000 Current time: 0.2727501392364502
Internal step: 458000 Current time: 0.2733461856842041
Internal step: 459000 Current time: 0.273942232131958
Internal step: 460000 Current time: 0.2745382785797119
Internal step: 461000 Current time: 0.2751343250274658
Internal step: 462000 Current time: 0.2757303714752197
Internal step: 463000 Current time: 0.27632641792297363
Internal step: 464000 Current time: 0.27692246437072754
Internal step: 465000 Current time: 0.27751851081848145
Internal step: 466000 Current time: 0.27811455726623535
Internal step: 467000 Current time: 0.27871060371398926
Internal step: 468000 Current time: 0.27930665016174316
Internal step: 469000 Current time: 0.27990269660949707
Recorded solution at t = 0.2800000011920929 for output index 28
Internal step: 470000 Current time: 0.28049829602241516
Internal step: 471000 Current time: 0.28109434247016907
Internal step: 472000 Current time: 0.281690388917923
Internal step: 473000 Current time: 0.2822864353656769
Internal step: 474000 Current time: 0.2828824818134308
Internal step: 475000 Current time: 0.2834785282611847
Internal step: 476000 Current time: 0.2840745747089386
Internal step: 477000 Current time: 0.2846706211566925
Internal step: 478000 Current time: 0.2852666676044464
Internal step: 479000 Current time: 0.2858627140522003
Internal step: 480000 Current time: 0.2864587604999542
Internal step: 481000 Current time: 0.28705480694770813
Internal step: 482000 Current time: 0.28765085339546204
Internal step: 483000 Current time: 0.28824689984321594
Internal step: 484000 Current time: 0.28884294629096985
Internal step: 485000 Current time: 0.28943899273872375
Recorded solution at t = 0.28999999165534973 for output index 29
Internal step: 486000 Current time: 0.29003456234931946
Internal step: 487000 Current time: 0.29063060879707336
Internal step: 488000 Current time: 0.29122665524482727
Internal step: 489000 Current time: 0.2918227016925812
Internal step: 490000 Current time: 0.2924187481403351
Internal step: 491000 Current time: 0.293014794588089
Internal step: 492000 Current time: 0.2936108410358429
Internal step: 493000 Current time: 0.2942068874835968
Internal step: 494000 Current time: 0.2948029339313507
Internal step: 495000 Current time: 0.2953989803791046
Internal step: 496000 Current time: 0.2959950268268585
Internal step: 497000 Current time: 0.2965910732746124
Internal step: 498000 Current time: 0.29718711972236633
Internal step: 499000 Current time: 0.29778316617012024
Internal step: 500000 Current time: 0.29837921261787415
Internal step: 501000 Current time: 0.29897525906562805
Internal step: 502000 Current time: 0.29957130551338196
Recorded solution at t = 0.29999998211860657 for output index 30
Internal step: 503000 Current time: 0.30016687512397766
Internal step: 504000 Current time: 0.30076292157173157
Internal step: 505000 Current time: 0.3013589680194855
Internal step: 506000 Current time: 0.3019550144672394
Internal step: 507000 Current time: 0.3025510609149933
Internal step: 508000 Current time: 0.3031471073627472
Internal step: 509000 Current time: 0.3037431538105011
Internal step: 510000 Current time: 0.304339200258255
Internal step: 511000 Current time: 0.3049352467060089
Internal step: 512000 Current time: 0.3055312931537628
Internal step: 513000 Current time: 0.3061273396015167
Internal step: 514000 Current time: 0.30672338604927063
Internal step: 515000 Current time: 0.30731943249702454
Internal step: 516000 Current time: 0.30791547894477844
Internal step: 517000 Current time: 0.30851152539253235
Internal step: 518000 Current time: 0.30910757184028625
Internal step: 519000 Current time: 0.30970361828804016
Recorded solution at t = 0.3100000023841858 for output index 31
Internal step: 520000 Current time: 0.31029921770095825
Internal step: 521000 Current time: 0.31089526414871216
Internal step: 522000 Current time: 0.31149131059646606
Internal step: 523000 Current time: 0.31208735704421997
Internal step: 524000 Current time: 0.3126834034919739
Internal step: 525000 Current time: 0.3132794499397278
Internal step: 526000 Current time: 0.3138754963874817
Internal step: 527000 Current time: 0.3144715428352356
Internal step: 528000 Current time: 0.3150675892829895
Internal step: 529000 Current time: 0.3156636357307434
Internal step: 530000 Current time: 0.3162596821784973
Internal step: 531000 Current time: 0.3168557286262512
Internal step: 532000 Current time: 0.3174517750740051
Internal step: 533000 Current time: 0.31804782152175903
Internal step: 534000 Current time: 0.31864386796951294
Internal step: 535000 Current time: 0.31923991441726685
Internal step: 536000 Current time: 0.31983596086502075
Recorded solution at t = 0.3199999928474426 for output index 32
Internal step: 537000 Current time: 0.32043153047561646
Internal step: 538000 Current time: 0.32102757692337036
Internal step: 539000 Current time: 0.32162362337112427
Internal step: 540000 Current time: 0.3222196698188782
Internal step: 541000 Current time: 0.3228157162666321
Internal step: 542000 Current time: 0.323411762714386
Internal step: 543000 Current time: 0.3240078091621399
Internal step: 544000 Current time: 0.3246038556098938
Internal step: 545000 Current time: 0.3251999020576477
Internal step: 546000 Current time: 0.3257959485054016
Internal step: 547000 Current time: 0.3263919949531555
Internal step: 548000 Current time: 0.3269880414009094
Internal step: 549000 Current time: 0.32758408784866333
Internal step: 550000 Current time: 0.32818013429641724
Internal step: 551000 Current time: 0.32877618074417114
Internal step: 552000 Current time: 0.32937222719192505
Internal step: 553000 Current time: 0.32996827363967896
Recorded solution at t = 0.32999998331069946 for output index 33
Internal step: 554000 Current time: 0.33056384325027466
Internal step: 555000 Current time: 0.33115988969802856
Internal step: 556000 Current time: 0.33175593614578247
Internal step: 557000 Current time: 0.3323519825935364
Internal step: 558000 Current time: 0.3329480290412903
Internal step: 559000 Current time: 0.3335440754890442
Internal step: 560000 Current time: 0.3341401219367981
Internal step: 561000 Current time: 0.334736168384552
Internal step: 562000 Current time: 0.3353322148323059
Internal step: 563000 Current time: 0.3359282612800598
Internal step: 564000 Current time: 0.3365243077278137
Internal step: 565000 Current time: 0.3371203541755676
Internal step: 566000 Current time: 0.33771640062332153
